,year,Cash & Cash Equivalents,Marketable Securities,Receivables,Inventories,Other Current Assets,TOTAL,PPE Net,Investments And Advances,Other Non-Current Assets,TOTAL ASSETS,Short Term Debt,Accounts Payable And Accrued Liabilities,Other Current Liabilities,Long Term Debt,Deferred Revenues,Other Non-Current Liabilities,TOTAL LIABILITIES,"Shares Outstanding, K",Common Shares,Retained Earnings,Other Shareholders' Equity,TOTAL LIABILITIES AND EQUITY,Azione,Accrued Expenses,Intangibles,Income Taxes - Deferred,$0
1013,03-2017,"2,920,000",,"1,311,000",,,"$49,904,000","32,699,000",,"1,333,000","$149,444,000","2,007,000","7,513,000",,"60,837,000",,"2,551,000","$99,540,000","267,538",,"1,019,000","10,178,000","$149,444,000",CHTR,,"110,746,000",,
1014,12-2016,"1,535,000",,"1,432,000",,,"$50,366,000","32,963,000",,"1,371,000","$149,067,000","2,028,000","7,544,000",,"59,719,000",,"2,630,000","$98,701,000","268,898",,"733,000","10,220,000","$149,067,000",CHTR,,"111,433,000",,
1015,09-2016,"1,165,000",,"1,242,000",,,"$51,075,000","32,881,000",,"1,386,000","$148,897,000","2,050,000","6,597,000",,"59,946,000",,"2,908,000","$97,822,000","270,665",,"1,007,000","10,790,000","$148,897,000",CHTR,,"111,849,000",,
1016,06-2016,"555,000",,"1,340,000",,,"$51,032,000","33,358,000",,"1,421,000","$149,195,000","2,071,000","6,736,000",,"60,132,000",,"2,838,000","$98,163,000","270,928",,"818,000","10,783,000","$149,195,000",CHTR,,"112,091,000",,
1017,03-2016,"1,278,000",,"253,000",,,"$-219,000","8,294,000",,"22,644,000","$40,524,000",N/A,"1,925,000",,"37,124,000",,"76,000","$40,743,000","101,694",,"-2,249,000","-11,000","$40,524,000",CHTR,,"7,974,000",,
1018,12-2015,"5,000",,"279,000",,,"$-46,000","8,345,000",,"22,596,000","$39,316,000",N/A,"1,972,000",,"35,723,000",,"77,000","$39,362,000","101,667",,"-2,061,000","-13,000","$39,316,000",CHTR,,"8,030,000",,
1019,09-2015,N/A,,"292,000",,,"$60,000","8,281,000",,"20,096,000","$36,873,000",N/A,"1,829,000",,"33,281,000",,"87,000","$36,813,000","101,493",,"-1,911,000","-15,000","$36,873,000",CHTR,,"8,090,000",,
1020,06-2015,"30,000",,"321,000",,,"$-31,000","8,244,000",,"467,000","$17,319,000",N/A,"1,636,000",,"13,896,000",,"73,000","$17,350,000","101,291",,"-1,965,000","-17,000","$17,319,000",CHTR,,"8,152,000",,
1021,03-2015,"7,132,000",,"264,000",,,"$77,000","8,275,000",,"417,000","$24,410,000","6,983,000","1,586,000",,"13,981,000",,"77,000","$24,333,000","101,291",,"-1,843,000","-19,000","$24,410,000",CHTR,,"8,216,000",,
1022,12-2014,"3,000",,"285,000",,,"$146,000","8,373,000",,"7,391,000","$24,388,000",N/A,"1,635,000",,"20,887,000",,"72,000","$24,242,000","101,270",,"-1,762,000","-22,000","$24,388,000",CHTR,,"8,279,000",,
1023,09-2014,"10,000",,"270,000",,,"$97,000","8,305,000",,"3,921,000","$20,950,000",N/A,"1,586,000",,"17,595,000",,"62,000","$20,853,000","98,800",,"-1,703,000","-25,000","$20,950,000",CHTR,,"8,354,000",,
1024,06-2014,"9,000",,"252,000",,,"$119,000","8,197,000",,"411,000","$17,369,000",,"1,606,000",,"14,019,000",,"71,000","$17,250,000","98,237",,"-1,650,000","-30,000","$17,369,000",CHTR,,"8,424,000",,
1025,03-2014,"4,000",,"217,000",,,"$127,000","8,079,000",,"411,000","$17,297,000",,"1,523,000",,"14,090,000",,"65,000","$17,170,000","97,855",,"-1,605,000","-35,000","$17,297,000",CHTR,,"8,503,000",,
1026,12-2013,"21,000",,"234,000",,,"$151,000","7,981,000",,"417,000","$17,295,000",,"1,467,000",,"14,181,000",,"65,000","$17,144,000","95,975",,"-1,568,000","-41,000","$17,295,000",CHTR,,"8,575,000",,
1027,09-2013,"41,000",,"235,000",,,"$61,000","7,838,000",,"422,000","$17,250,000",,"1,382,000",,"14,306,000",,"69,000","$17,189,000","94,157",,"-1,600,000","-48,000","$17,250,000",CHTR,,"8,633,000",,
1028,06-2013,"44,000",,"223,000",,,"$61,000","7,313,000",,"409,000","$15,589,000",,"1,280,000",,"12,812,000",,"62,000","$15,528,000","91,726",,"-1,530,000","-56,000","$15,589,000",CHTR,,"7,534,000",,
1029,03-2013,"92,000",,"208,000",,,"$129,000","7,259,000",,"407,000","$15,639,000",N/A,"1,290,000",,"12,816,000",,"125,000","$15,510,000","91,551",,"-1,434,000","-64,000","$15,639,000",CHTR,,"7,599,000",,
1030,12-2012,"34,000",,"234,000",,,"$149,000","7,206,000",,"396,000","$15,596,000",N/A,"1,224,000",,"12,808,000",,"94,000","$15,447,000","91,486",,"-1,392,000","-75,000","$15,596,000",CHTR,,"7,664,000",,
1031,09-2012,"895,000",,"254,000",,,"$173,000","7,159,000",,"377,000","$16,497,000","870,000","1,246,000",,"12,820,000",,"334,000","$16,324,000","91,372",,"-1,348,000","-83,000","$16,497,000",CHTR,,"7,732,000",,
1032,06-2012,"32,000",,"256,000",,,"$244,000","7,024,000",,"360,000","$15,553,000",N/A,"1,194,000",,"12,786,000",,"342,000","$15,309,000","91,129",,"-1,261,000","-76,000","$15,553,000",CHTR,,"7,802,000",,
1033,03-2012,"31,000",,"231,000",,,"$326,000","6,906,000",,"396,000","$15,519,000",N/A,"1,140,000",,"12,802,000",,"334,000","$15,193,000","90,925",,"-1,178,000","-64,000","$15,519,000",CHTR,,"7,879,000",,
1034,03-2023,"3,071,800","379,400","1,185,800","2,000,600",,"$-8,499,400","6,818,600","611,700","10,589,400","$28,609,000","1,941,500","1,434,000","1,795,900","13,544,800",,"8,241,600","$37,108,400","1,146,400","1,100","-8,024,600","-514,100","$28,609,000",SBUX,"710,900","3,543,100",,
1035,12-2022,"3,186,500","123,900","1,162,900","2,088,100",,"$-8,665,900","6,699,500","614,100","10,473,200","$28,256,100","1,749,300","1,348,200","2,137,000","13,176,700",,"8,235,900","$36,922,000","1,149,300","1,100","-8,203,200","-531,000","$28,256,100",SBUX,"664,600","3,534,400",,
1036,09-2022,"2,818,400","364,500","1,175,500","2,176,600",,"$-8,698,700","6,560,500","590,300","10,369,500","$27,978,400","1,924,000","1,441,400","1,641,900","13,119,900",,"8,125,400","$36,677,100","1,147,800","1,100","-8,449,800","-455,300","$27,978,400",SBUX,"761,700","3,439,400",,
1037,06-2022,"3,177,500","76,900","1,146,100","2,132,900",,"$-8,658,900","6,408,200","595,200","10,430,700","$28,156,200","1,199,100","1,489,800","1,723,000","13,930,800",,"8,148,000","$36,815,100","1,147,400","1,100","-8,719,700","-57,400","$28,156,200",SBUX,"706,800","3,654,600",,
1038,03-2022,"3,913,400","82,100","1,001,900","1,920,000",,"$-8,761,200","6,460,800","556,400","10,562,400","$29,021,500","1,998,600","1,329,500","1,781,600","14,014,400",,"8,281,600","$37,782,700","1,146,900","1,100","-9,070,500","267,100","$29,021,500",SBUX,"2,758,300","3,900,800",,
1039,12-2021,"3,969,400","87,400","1,031,100","1,637,100",,"$-8,450,300","6,398,000","551,500","10,651,100","$28,833,900","1,199,300","1,289,400","2,070,700","13,586,300",,"8,328,900","$37,284,200","1,150,300","1,200","-8,753,000","260,400","$28,833,900",SBUX,"3,108,400","3,978,200",,
1040,09-2021,"6,455,700","162,200","940,000","1,603,900",,"$-5,314,500","6,369,500","550,200","10,689,300","$31,392,600","998,900","1,211,600","1,596,100","13,616,900",,"8,475,600","$36,707,100","1,173,200","1,200","-6,315,700","153,900","$31,392,600",SBUX,"3,093,500","4,027,200",,
1041,06-2021,"4,753,100","153,600","911,200","1,548,200",,"$-6,794,300","6,151,400","821,200","10,502,500","$29,476,800","998,900","1,127,000","1,628,300","13,619,200",,"8,359,900","$36,271,100","1,179,100","1,200","-7,501,600","-23,200","$29,476,800",SBUX,"2,532,400","4,070,000",,
1042,03-2021,"3,880,700","123,000","880,200","1,503,600",,"$-7,648,300","6,123,100","784,200","10,381,700","$28,371,700","18,300","1,033,600","1,622,100","14,630,300",,"8,352,500","$36,020,000","1,178,300","1,200","-8,124,300","-120,600","$28,371,700",SBUX,"646,100","4,103,200",,
1043,12-2020,"5,028,100","235,500","888,000","1,471,500",,"$-7,904,000","6,177,900","686,900","10,532,900","$29,968,400","1,242,600","1,050,600","1,871,200","14,673,500",,"8,717,300","$37,872,400","1,177,300","1,200","-8,253,600","-140,200","$29,968,400",SBUX,"685,300","4,213,200",,
1044,09-2020,"4,350,900","281,200","883,400","1,551,400",,"$-7,799,400","6,241,400","684,800","10,492,600","$29,374,500","1,249,900","997,900","1,456,500","14,659,600",,"8,568,900","$37,173,900","1,173,700","1,200","-7,815,600","-358,900","$29,374,500",SBUX,"1,856,700","4,149,300",,
1045,06-2020,"3,965,900","229,900","881,100","1,583,800",,"$-8,624,300","6,295,600","649,500","10,504,800","$29,140,600","2,186,100","860,800","1,463,300","14,645,600",,"8,474,400","$37,764,900","1,169,000","1,200","-8,208,300","-532,600","$29,140,600",SBUX,"2,163,800","4,109,700",,
1046,03-2020,"2,572,300","52,900","941,000","1,492,200",,"$-7,532,900","6,387,000","619,700","10,550,600","$27,478,900","2,356,500","997,700","1,436,300","11,658,700",,"8,405,400","$35,011,800","1,168,300","1,200","-7,050,600","-524,600","$27,478,900",SBUX,"2,135,100","4,171,700",,
1047,12-2019,"3,040,500","68,400","908,100","1,408,700",,"$-6,759,100","6,390,900","611,100","10,574,600","$27,731,300","996,600","1,085,600","1,694,100","10,653,200",,"8,413,300","$34,490,400","1,173,700","1,200","-6,414,800","-386,600","$27,731,300",SBUX,"1,992,500","4,255,000",,
1048,09-2019,"2,686,600","70,500","879,200","1,529,400",,"$-6,231,000","6,431,700","616,000","2,245,400","$19,219,600",N/A,"1,189,700","1,269,000","11,167,000",,"1,370,900","$25,450,600","1,181,000","1,200","-5,771,200","-502,100","$19,219,600",SBUX,"2,418,300","4,272,600",,
1049,06-2019,"4,763,300","72,100","790,600","1,517,200",,"$-4,319,000","6,187,800","562,900","1,991,000","$20,894,400",N/A,"1,145,400","211,500","11,159,100","1,300,200","1,440,200","$25,213,400","1,197,000","1,200","-4,013,900","-347,400","$20,894,400",SBUX,"3,238,700","4,417,900",,
1050,03-2019,"2,055,100","76,600","703,600","1,443,000",,"$-5,035,200","6,135,500","561,200","1,471,100","$17,641,900","75,000","1,096,700","221,000","9,141,500","1,311,400","1,504,700","$22,677,100","1,211,200","1,200","-4,807,700","-269,800","$17,641,900",SBUX,"2,569,300","4,521,800",,
1051,12-2018,"4,761,600","230,200","721,400","1,354,600",,"$-2,878,800","6,039,300","601,100","1,122,700","$19,981,300",N/A,"1,100,500","208,800","9,130,700","1,554,200","1,478,400","$22,860,100","1,243,600","1,200","-2,584,000","-337,100","$19,981,300",SBUX,"2,564,000","4,541,900",,
1052,09-2018,"8,756,300","181,500","693,100","1,400,500",,"$1,175,800","5,929,100","602,400","546,900","$24,156,400","349,900","1,179,300","1,642,900","9,090,200",N/A,"1,429,900","$22,980,600","1,240,600","1,300","1,457,400","-324,000","$24,156,400",SBUX,"2,512,100","4,583,800",,
1053,06-2018,"1,892,100","84,500","854,800","1,387,400",,"$3,996,700","5,689,600","584,800","553,800","$17,182,100","649,800","921,100","1,660,000","6,149,100",N/A,"1,485,200","$13,185,400","1,349,100","1,400","4,150,900","-196,700","$17,182,100",SBUX,"2,320,700","4,770,500",,
1054,03-2018,"2,142,000","100,500","869,600","1,375,900",,"$4,717,700","5,576,800","590,700","707,100","$17,553,500","349,700","869,700","1,706,000","6,185,100",,"1,464,000","$12,835,800","1,380,000","1,400","4,635,800","39,400","$17,553,500",SBUX,"2,261,600","5,021,900",,
1055,12-2017,"3,661,400","106,600","851,800","1,313,200",,"$5,758,900","5,378,700","651,100","684,200","$18,518,500","349,900","852,100","1,878,000","4,566,500",,"1,352,100","$12,759,600","1,405,600","1,400","5,834,900","-118,500","$18,518,500",SBUX,N/A,"4,921,000",,
1056,09-2017,"2,462,300","228,600","870,400","1,364,000",,"$5,457,000","4,919,500","1,023,900","1,158,200","$14,365,600",N/A,"782,500","1,503,700","3,932,600",,"750,100","$8,908,600","1,422,800","1,400","5,563,200","-148,700","$14,365,600",SBUX,"1,934,500","1,980,600",,
1057,06-2017,"2,716,200","289,900","791,100","1,357,300",,"$5,849,500","4,699,800","1,138,500","1,171,199","$14,522,700",0,"702,200","1,553,700","3,935,500",,"711,500","$8,673,200","1,443,900","1,400","5,986,000","-179,000","$14,522,700",SBUX,N/A,"2,003,900",,
1058,03-2017,"2,163,900","231,000","791,000","1,323,600",,"$5,611,400","4,564,500","1,461,300","1,179,200","$14,227,900","25,000","686,900","1,557,600","3,942,500",,"673,900","$8,616,500","1,448,100","1,400","5,768,900","-200,000","$14,227,900",SBUX,"1,730,600","2,103,500",,
1059,12-2016,"2,034,600","140,800","865,100","1,218,700",,"$5,803,100","4,478,500","1,652,000","1,201,000","$14,017,300",N/A,"662,500","1,789,900","3,185,700",,"631,500","$8,214,200","1,457,400","1,500","5,996,300","-235,800","$14,017,300",SBUX,"1,944,900","2,069,600",,
1060,09-2016,"2,128,800","134,400","768,800","1,378,500",,"$5,890,700","4,533,800","1,496,200","1,288,701","$14,312,500","399,900","730,600","1,417,200","3,185,300",,"688,900","$8,421,800","1,455,400","1,500","5,949,800","-101,700","$14,312,500",SBUX,N/A,"2,235,900",,
1061,06-2016,"2,141,800","174,500","747,300","1,325,100",,"$5,724,000","4,359,200","1,172,100","1,213,900","$13,833,200","399,800","675,700","1,455,200","3,202,400",,"661,200","$8,109,200","1,466,600","148,400","5,702,000","-126,400","$13,833,200",SBUX,"1,714,500","2,231,800",,
1062,03-2016,"1,294,400","123,200","743,700","1,293,100",,"$5,096,400","4,246,900","937,400","1,311,400","$12,519,400","548,900","662,700","1,443,900","2,447,600",,"624,300","$7,423,000","1,464,900","1,500","5,241,200","-187,400","$12,519,400",SBUX,"1,695,700","2,140,200",,
1063,12-2015,"2,263,500","116,400","764,400","1,242,600",,"$5,983,400","4,122,500","656,500","1,355,401","$12,943,500","399,800","648,000","1,686,300","1,947,900",,"592,000","$6,960,100","1,478,100","1,500","6,164,000","-223,200","$12,943,500",SBUX,"1,686,000","2,081,400",,
1064,09-2015,"1,530,100","81,300","719,000","1,306,400",,"$5,819,800","4,088,300","664,500","1,596,700","$12,416,300",N/A,"684,200","1,208,600","2,347,500",N/A,"600,900","$6,596,500","1,484,800","1,500","5,974,800","-197,600","$12,416,300",SBUX,"1,755,300","2,095,800",N/A,
1065,06-2015,"2,080,500","94,700","672,700","1,166,000",,"$5,858,300","3,977,700","749,500","1,294,500","$12,868,800","549,800","603,200","214,700","2,347,400","1,024,600","614,100","$7,010,500","1,484,200","1,500","5,945,000","-129,300","$12,868,800",SBUX,"1,656,900","2,086,400","333,000",
1066,03-2015,"1,750,400","99,400","655,600","1,061,100",,"$6,010,700","3,897,700","662,100","1,246,300","$12,190,700",N/A,"601,300","215,500","2,048,500","1,018,500","609,600","$6,180,000","1,500,500","1,500","6,083,000","-114,900","$12,190,700",SBUX,"1,685,900","2,139,200","323,800",
1067,12-2014,"1,857,000","96,100","664,900","1,018,300",,"$6,157,800","3,822,300","628,400","1,213,900","$12,351,100",N/A,"547,700","217,200","2,048,400","1,230,900","586,000","$6,193,300","1,499,600",800,"5,832,200","285,400","$12,351,100",SBUX,"1,561,700","2,140,400","309,300",
1068,09-2014,"1,708,400","135,400","631,000","1,090,900",,"$5,273,700","3,519,000","833,300","1,102,200","$10,752,900",N/A,"533,700","990,600","2,048,300",N/A,"392,400","$5,479,200","1,496,600",700,"5,206,600","27,000","$10,752,900",SBUX,N/A,"1,129,700","317,400",
1069,06-2014,"1,019,400","176,900","580,900","1,025,800",,"$5,070,800","3,373,700","1,374,200","1,140,100","$10,385,300",,"474,500","202,600","2,048,100","830,800","382,600","$5,314,500","1,502,400",800,"4,957,700","72,900","$10,385,300",SBUX,"1,376,000","1,140,400","264,500",
1070,03-2014,"1,190,300","299,200","590,000","954,700",,"$4,947,100","3,278,100","962,600","2,000,100","$10,097,000",,"472,600","184,500","2,048,000","816,300","368,500","$5,149,900","1,505,600",800,"4,705,400","66,300","$10,097,000",SBUX,"1,260,100","277,200","258,700",
1071,12-2013,"1,545,800","157,000","589,800","943,300",,"$4,889,500","3,233,000","969,300","1,154,800","$10,255,200",,"444,200","186,200","2,047,900","1,013,400","364,800","$5,365,700","1,511,800",800,"4,474,200","70,800","$10,255,200",SBUX,"1,309,200","1,138,700","252,400",
1072,09-2013,"2,575,700","658,100","561,400","1,111,200",,"$4,482,300","3,200,500","554,800","1,152,300","$11,516,700",,"491,700","178,500","1,299,400","653,700","357,700","$7,034,400","1,507,200",800,"4,130,300","69,100","$11,516,700",SBUX,"2,784,100","1,137,700","277,300",
1073,06-2013,"1,430,800","613,500","506,800","1,173,800",,"$5,747,600","2,987,100","488,900","485,800","$9,062,400",,"415,200","177,500","549,700","682,000","340,700","$3,314,800","1,502,800",800,"5,558,500","20,600","$9,062,400",SBUX,"1,149,700","860,900","212,800",
1074,03-2013,"1,223,200","474,500","520,000","1,124,500",,"$5,327,500","2,845,300","468,900","514,800","$8,502,800",,"355,700","170,700","549,600","667,900","355,700","$3,175,300","1,497,400",700,"5,298,600","-11,200","$8,502,800",SBUX,"1,075,400","863,600","211,300",
1075,12-2012,"1,852,100","607,600","469,200","1,093,200",,"$5,175,000","2,711,100","534,300","428,500","$8,490,100",,"380,800","169,100","549,600","785,500","374,400","$3,315,100","1,498,600",700,"5,117,300","17,600","$8,490,100",SBUX,"1,055,500","400,200","215,600",
1076,09-2012,"1,188,600","848,400","485,900","1,241,500",,"$5,114,500","2,658,900","575,900","242,000","$8,219,200",,"398,100","167,700","549,600","510,200","344,900","$3,104,700","1,487,200",700,"5,046,200","28,200","$8,219,200",SBUX,"1,133,800","542,800","238,700",
1077,06-2012,"1,501,300","996,300","433,000","1,249,200",,"$5,388,000","2,444,200","554,400","404,000","$8,308,900",,"402,200","159,600","549,600","520,800","352,900","$2,920,900","1,520,000",800,"4,935,800",500,"$8,308,900",SBUX,"935,600","336,700","216,900",
1078,03-2012,"1,432,200","802,100","437,400","1,205,000",,"$5,136,700","2,382,500","539,700","392,100","$8,006,500",,"388,300","155,900","549,600","530,900","348,600","$2,869,800","1,517,000",800,"4,732,100","44,500","$8,006,500",SBUX,"896,300","340,700","215,200",
1079,12-2011,"1,569,600","703,600","431,000","1,124,000",,"$4,775,300","2,347,300","528,100","386,000","$7,835,600",,"365,900","156,000","549,500","673,800","351,900","$3,060,300","1,506,800",800,"4,551,200","44,600","$7,835,600",SBUX,"963,100","337,100","228,800",
1080,09-2011,"1,148,100","902,600","386,500","965,800",,"$4,387,300","2,355,000","479,300","409,600","$7,360,400",,"540,000","145,600","549,500","449,300","348,000","$2,973,100","1,490,800",700,"4,297,400","48,700","$7,360,400",SBUX,"940,900","321,600","230,400",
1081,06-2011,"1,720,800","231,700","361,500","856,700",,"$4,341,500","2,384,800","473,700","312,100","$7,097,800",,"339,900","146,400","549,400","489,900","346,800","$2,756,300","1,492,200",700,"4,065,700","100,100","$7,097,800",SBUX,"584,500","340,200","263,500",
1082,03-2011,"1,645,200","282,300","355,700","772,400",,"$4,327,200","2,378,500","447,500","323,400","$7,027,600",,"330,200","145,500","549,400","487,000","356,000","$2,700,400","1,499,200",800,"3,883,700","94,000","$7,027,600",SBUX,"545,400","337,900","258,000",
1083,12-2010,"1,792,000","258,600","316,100","620,500",,"$4,060,300","2,393,600","483,500","317,900","$6,931,100",,"296,800","151,300","549,400","608,200","364,000","$2,870,800","1,492,000",700,"3,720,100","71,200","$6,931,100",SBUX,"586,100","335,700","262,200",
1084,03-2023,"14,140,000","359,000","2,048,000",,"430,000","$1,074,000","699,000","806,000","1,476,000","$25,206,000","854,000","2,132,000",,"11,983,000","4,500,000","711,000","$24,132,000","36,934",,"27,807,000","-267,000","$25,206,000",BKNG,"3,584,000","4,593,000",,
1085,12-2022,"12,221,000","175,000","2,229,000",,"696,000","$2,782,000","669,000","2,789,000","1,469,000","$25,361,000","500,000","2,507,000",,"12,696,000","2,223,000","724,000","$22,579,000","37,648",,"27,541,000","-267,000","$25,361,000",BKNG,"3,244,000","4,636,000",,
1086,09-2022,"9,021,000","116,000","2,284,000",,"377,000","$3,670,000","879,000","2,650,000","1,461,000","$22,063,000","1,234,000","2,131,000",,"8,661,000","2,253,000","466,000","$18,393,000","38,789",,"26,306,000","-391,000","$22,063,000",BKNG,"2,925,000","4,663,000",,
